"id","infrastructure_type","infrastructure_class","status","railway_service","railway_usage","country_relation","distance_to_country_m","province_codes","province_assignment_method","source_url","decision","reason"
"osm-way-1103842109","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1103842109","included","intersects_generalized_vietnam_boundary"
"osm-way-1103842110","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1103842110","included","intersects_generalized_vietnam_boundary"
"osm-way-1103848555","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1103848555","included","intersects_generalized_vietnam_boundary"
"osm-way-1103848556","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1103848556","included","intersects_generalized_vietnam_boundary"
"osm-way-1103848557","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1103848557","included","intersects_generalized_vietnam_boundary"
"osm-way-1104007418","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"91","polygon_intersection","https://www.openstreetmap.org/way/1104007418","included","intersects_generalized_vietnam_boundary"
"osm-way-1104085608","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"44","polygon_intersection","https://www.openstreetmap.org/way/1104085608","included","intersects_generalized_vietnam_boundary"
"osm-way-1104090623","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"48","polygon_intersection","https://www.openstreetmap.org/way/1104090623","included","intersects_generalized_vietnam_boundary"
"osm-way-1104090624","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"48","polygon_intersection","https://www.openstreetmap.org/way/1104090624","included","intersects_generalized_vietnam_boundary"
"osm-way-1104090625","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"48","polygon_intersection","https://www.openstreetmap.org/way/1104090625","included","intersects_generalized_vietnam_boundary"
"osm-way-1104090626","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"48","polygon_intersection","https://www.openstreetmap.org/way/1104090626","included","intersects_generalized_vietnam_boundary"
"osm-way-1104333494","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1104333494","included","intersects_generalized_vietnam_boundary"
"osm-way-1104333498","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1104333498","included","intersects_generalized_vietnam_boundary"
"osm-way-1104336066","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"68","polygon_intersection","https://www.openstreetmap.org/way/1104336066","included","intersects_generalized_vietnam_boundary"
"osm-way-1104336067","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"68","polygon_intersection","https://www.openstreetmap.org/way/1104336067","included","intersects_generalized_vietnam_boundary"
"osm-way-1104336068","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"68","polygon_intersection","https://www.openstreetmap.org/way/1104336068","included","intersects_generalized_vietnam_boundary"
"osm-way-1104336070","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"68","polygon_intersection","https://www.openstreetmap.org/way/1104336070","included","intersects_generalized_vietnam_boundary"
"osm-way-1104428513","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1104428513","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1104428514","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1104428514","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1104428515","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104428515","included","intersects_generalized_vietnam_boundary"
"osm-way-1104428516","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104428516","included","intersects_generalized_vietnam_boundary"
"osm-way-1104428517","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104428517","included","intersects_generalized_vietnam_boundary"
"osm-way-1104428518","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104428518","included","intersects_generalized_vietnam_boundary"
"osm-way-1104558090","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"46","polygon_intersection","https://www.openstreetmap.org/way/1104558090","included","intersects_generalized_vietnam_boundary"
"osm-way-1104558092","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"46","polygon_intersection","https://www.openstreetmap.org/way/1104558092","included","intersects_generalized_vietnam_boundary"
"osm-way-1104678555","national_highway","trunk","unknown",NA,NA,"intersects_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104678555","included","intersects_generalized_vietnam_boundary"
"osm-way-1104680206","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1104680206","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1104680207","national_highway","trunk","unknown",NA,NA,"intersects_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104680207","included","intersects_generalized_vietnam_boundary"
"osm-way-1104680208","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1104680208","included","intersects_generalized_vietnam_boundary"
"osm-way-1105018502","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"92","polygon_intersection","https://www.openstreetmap.org/way/1105018502","included","intersects_generalized_vietnam_boundary"
"osm-way-1105018503","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"92","polygon_intersection","https://www.openstreetmap.org/way/1105018503","included","intersects_generalized_vietnam_boundary"
"osm-way-1105018504","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"92","polygon_intersection","https://www.openstreetmap.org/way/1105018504","included","intersects_generalized_vietnam_boundary"
"osm-way-1105018505","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"92","polygon_intersection","https://www.openstreetmap.org/way/1105018505","included","intersects_generalized_vietnam_boundary"
"osm-way-1105171413","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"91","polygon_intersection","https://www.openstreetmap.org/way/1105171413","included","intersects_generalized_vietnam_boundary"
"osm-way-1105171414","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"91","polygon_intersection","https://www.openstreetmap.org/way/1105171414","included","intersects_generalized_vietnam_boundary"
"osm-way-1105209675","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"66","polygon_intersection","https://www.openstreetmap.org/way/1105209675","included","intersects_generalized_vietnam_boundary"
"osm-way-1105412211","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"46","polygon_intersection","https://www.openstreetmap.org/way/1105412211","included","intersects_generalized_vietnam_boundary"
"osm-way-1105412212","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"46","polygon_intersection","https://www.openstreetmap.org/way/1105412212","included","intersects_generalized_vietnam_boundary"
"osm-way-1105953737","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1105953737","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1105956011","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"15","polygon_intersection","https://www.openstreetmap.org/way/1105956011","included","intersects_generalized_vietnam_boundary"
"osm-way-1105956012","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"15","polygon_intersection","https://www.openstreetmap.org/way/1105956012","included","intersects_generalized_vietnam_boundary"
"osm-way-1105956013","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"15","polygon_intersection","https://www.openstreetmap.org/way/1105956013","included","intersects_generalized_vietnam_boundary"
"osm-way-1105956014","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"15","polygon_intersection","https://www.openstreetmap.org/way/1105956014","included","intersects_generalized_vietnam_boundary"
"osm-way-1105978793","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"38","polygon_intersection","https://www.openstreetmap.org/way/1105978793","included","intersects_generalized_vietnam_boundary"
"osm-way-1105978794","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"38","polygon_intersection","https://www.openstreetmap.org/way/1105978794","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087337","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087337","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087340","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087340","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087341","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087341","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087342","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087342","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087343","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087343","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087344","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087344","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087345","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087345","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087346","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087346","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087347","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087347","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087348","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087348","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087349","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087349","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087351","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087351","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087352","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087352","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087354","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087354","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087355","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087355","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087356","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087356","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087357","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087357","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087358","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087358","included","intersects_generalized_vietnam_boundary"
"osm-way-1106087359","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"31","polygon_intersection","https://www.openstreetmap.org/way/1106087359","included","intersects_generalized_vietnam_boundary"
"osm-way-1106125707","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106125707","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441714","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441714","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441715","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441715","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441716","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441716","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441717","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441717","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441718","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441718","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441719","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441719","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441720","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441720","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441721","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441721","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441722","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441722","included","intersects_generalized_vietnam_boundary"
"osm-way-1106441723","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1106441723","included","intersects_generalized_vietnam_boundary"
"osm-way-1106510940","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"33","polygon_intersection","https://www.openstreetmap.org/way/1106510940","included","intersects_generalized_vietnam_boundary"
"osm-way-1106579148","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106579148","included","intersects_generalized_vietnam_boundary"
"osm-way-1106579149","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1106579149","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1106579150","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1106579150","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1106579151","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106579151","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585309","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585309","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585310","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585310","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585312","national_highway","trunk","unknown",NA,NA,"intersects_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585312","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585313","national_highway","trunk","unknown",NA,NA,"intersects_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585313","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585314","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1106585314","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1106585315","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585315","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585316","national_highway","trunk","unknown",NA,NA,"intersects_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585316","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585317","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585317","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585318","national_highway","trunk","unknown",NA,NA,"intersects_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585318","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585319","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585319","included","intersects_generalized_vietnam_boundary"
"osm-way-1106585320","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106585320","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826385","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826385","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826386","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826386","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826387","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826387","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826388","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826388","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826389","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826389","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826390","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826390","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826391","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826391","included","intersects_generalized_vietnam_boundary"
"osm-way-1106826392","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106826392","included","intersects_generalized_vietnam_boundary"
"osm-way-1106837990","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"79","polygon_intersection","https://www.openstreetmap.org/way/1106837990","included","intersects_generalized_vietnam_boundary"
"osm-way-1106837992","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"79","polygon_intersection","https://www.openstreetmap.org/way/1106837992","included","intersects_generalized_vietnam_boundary"
"osm-way-1106837993","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"79","polygon_intersection","https://www.openstreetmap.org/way/1106837993","included","intersects_generalized_vietnam_boundary"
"osm-way-1106837995","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"79","polygon_intersection","https://www.openstreetmap.org/way/1106837995","included","intersects_generalized_vietnam_boundary"
"osm-way-1106837996","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"79","polygon_intersection","https://www.openstreetmap.org/way/1106837996","included","intersects_generalized_vietnam_boundary"
"osm-way-1106842994","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106842994","included","intersects_generalized_vietnam_boundary"
"osm-way-1106842999","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106842999","included","intersects_generalized_vietnam_boundary"
"osm-way-1106843001","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106843001","included","intersects_generalized_vietnam_boundary"
"osm-way-1106843002","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1106843002","included","intersects_generalized_vietnam_boundary"
"osm-way-1107036509","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"33","polygon_intersection","https://www.openstreetmap.org/way/1107036509","included","intersects_generalized_vietnam_boundary"
"osm-way-1107036510","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"33","polygon_intersection","https://www.openstreetmap.org/way/1107036510","included","intersects_generalized_vietnam_boundary"
"osm-way-1107036511","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1107036511","included","intersects_generalized_vietnam_boundary"
"osm-way-1107079642","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1107079642","included","intersects_generalized_vietnam_boundary"
"osm-way-1107079643","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1107079643","included","intersects_generalized_vietnam_boundary"
"osm-way-1107109170","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1107109170","included","intersects_generalized_vietnam_boundary"
"osm-way-1107109313","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1107109313","included","intersects_generalized_vietnam_boundary"
"osm-way-1107382132","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107382132","included","intersects_generalized_vietnam_boundary"
"osm-way-1107382133","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107382133","included","intersects_generalized_vietnam_boundary"
"osm-way-1107403989","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1107403989","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1107403990","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1107403990","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1107403991","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1107403991","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1107403992","national_highway","trunk","unknown",NA,NA,"outside_generalized_boundary",NA,NA,"not_applicable_excluded","https://www.openstreetmap.org/way/1107403992","excluded","does_not_intersect_generalized_vietnam_boundary"
"osm-way-1107403993","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1107403993","included","intersects_generalized_vietnam_boundary"
"osm-way-1107716298","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107716298","included","intersects_generalized_vietnam_boundary"
"osm-way-1107716299","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107716299","included","intersects_generalized_vietnam_boundary"
"osm-way-1107716303","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107716303","included","intersects_generalized_vietnam_boundary"
"osm-way-1107740293","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"25","polygon_intersection","https://www.openstreetmap.org/way/1107740293","included","intersects_generalized_vietnam_boundary"
"osm-way-1107740298","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"25","polygon_intersection","https://www.openstreetmap.org/way/1107740298","included","intersects_generalized_vietnam_boundary"
"osm-way-1107740330","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"25","polygon_intersection","https://www.openstreetmap.org/way/1107740330","included","intersects_generalized_vietnam_boundary"
"osm-way-1107740331","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"25","polygon_intersection","https://www.openstreetmap.org/way/1107740331","included","intersects_generalized_vietnam_boundary"
"osm-way-1107744711","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107744711","included","intersects_generalized_vietnam_boundary"
"osm-way-1107744712","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"42","polygon_intersection","https://www.openstreetmap.org/way/1107744712","included","intersects_generalized_vietnam_boundary"
"osm-way-1107959657","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1107959657","included","intersects_generalized_vietnam_boundary"
"osm-way-1107959658","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1107959658","included","intersects_generalized_vietnam_boundary"
"osm-way-1107959659","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1107959659","included","intersects_generalized_vietnam_boundary"
"osm-way-1107959660","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"82","polygon_intersection","https://www.openstreetmap.org/way/1107959660","included","intersects_generalized_vietnam_boundary"
"osm-way-1107979597","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1107979597","included","intersects_generalized_vietnam_boundary"
"osm-way-1107979599","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1107979599","included","intersects_generalized_vietnam_boundary"
"osm-way-1107989467","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"01","polygon_intersection","https://www.openstreetmap.org/way/1107989467","included","intersects_generalized_vietnam_boundary"
"osm-way-1108099036","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"86","polygon_intersection","https://www.openstreetmap.org/way/1108099036","included","intersects_generalized_vietnam_boundary"
"osm-way-1108104166","national_highway","trunk","under_construction",NA,NA,"within_generalized_boundary",0,"92","polygon_intersection","https://www.openstreetmap.org/way/1108104166","included","intersects_generalized_vietnam_boundary"
"osm-way-1108116904","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1108116904","included","intersects_generalized_vietnam_boundary"
"osm-way-1108116905","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1108116905","included","intersects_generalized_vietnam_boundary"
"osm-way-1108116906","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1108116906","included","intersects_generalized_vietnam_boundary"
"osm-way-1108116907","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1108116907","included","intersects_generalized_vietnam_boundary"
"osm-way-1108116908","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"40","polygon_intersection","https://www.openstreetmap.org/way/1108116908","included","intersects_generalized_vietnam_boundary"
"osm-way-1108553218","national_highway","trunk","unknown",NA,NA,"within_generalized_boundary",0,"75","polygon_intersection","https://www.openstreetmap.org/way/1108553218","included","intersects_generalized_vietnam_boundary"
