"id","name_vi","name_en","category","province_en","status","area_ha","geometry_type","part_count","source_url"
"osm_way_596051727","Khu công nghiệp Bình Xuyên",NA,"industrial_park","Phu Tho","operational",275.611088797156,"polygon",1,"https://www.openstreetmap.org/way/596051727"
"osm_way_596051697","Khu công nghiệp Bình Xuyên II",NA,"industrial_park","Phu Tho","operational",39.2205854536798,"polygon",1,"https://www.openstreetmap.org/way/596051697"
"osm_way_628713840","Khu công nghiệp Bờ trài Sông Đà",NA,"industrial_park","Phu Tho","operational",56.8934458783793,"polygon",1,"https://www.openstreetmap.org/way/628713840"
"osm_way_1462470343","Khu công nghiệp Cẩm Khê",NA,"industrial_park","Phu Tho","operational",441.87178004794,"polygon",1,"https://www.openstreetmap.org/way/1462470343"
"osm_way_596051675","Khu công nghiệp Khai Quang",NA,"industrial_park","Phu Tho","operational",177.099815008332,"polygon",1,"https://www.openstreetmap.org/way/596051675"
"osm_way_772939833","Khu công nghiệp Kim Hoa",NA,"industrial_park","Phu Tho","operational",86.2599546142526,"polygon",1,"https://www.openstreetmap.org/way/772939833"
"osm_way_628712542","Khu công nghiệp Lương Sơn","Luong Son Industrial Park","industrial_park","Phu Tho","operational",77.0851596789429,"polygon",1,"https://www.openstreetmap.org/way/628712542"
"osm_way_630404556","Khu công nghiệp Mông Hóa",NA,"industrial_park","Phu Tho","operational",41.1622711264329,"polygon",1,"https://www.openstreetmap.org/way/630404556"
"osm_way_596051696","Khu công nghiệp Thăng Long Vĩnh Phúc",NA,"industrial_park","Phu Tho","operational",210.353560080096,"polygon",1,"https://www.openstreetmap.org/way/596051696"
"osm_way_631678334","Khu công nghiệp Thuỵ Vân",NA,"industrial_park","Phu Tho","operational",282.256661770768,"polygon",1,"https://www.openstreetmap.org/way/631678334"
"osm_way_1056385990","Khu công nghiệp Trung Hà",NA,"industrial_park","Phu Tho","operational",61.7341623725263,"polygon",1,"https://www.openstreetmap.org/way/1056385990"
"osm_way_1468130121","Cụm CN Cao An",NA,"industrial_cluster","Hai Phong","operational",129.203425741523,"polygon",1,"https://www.openstreetmap.org/way/1468130121"
"osm_way_1467207665","Cụm Công Nghiệp Đoàn Tùng",NA,"industrial_cluster","Hai Phong","operational",32.8221584925648,"polygon",1,"https://www.openstreetmap.org/way/1467207665"
"osm_way_697662289","Cụm công nghiệp Tân Liên A",NA,"industrial_cluster","Hai Phong","operational",57.0575300603217,"polygon",1,"https://www.openstreetmap.org/way/697662289"
"osm_relation_19352441","KCN VSIP Thủy Nguyên - Cầu Đăng - Xã Vĩnh Hải",NA,"industrial_park","Hai Phong","unknown",NA,"point",1,"https://www.openstreetmap.org/relation/19352441"
"osm_relation_19352137","KCN VSIP Thủy Nguyên - Trung tâm Chính trị Hành chính Thành phố - Đồ Sơn",NA,"industrial_park","Hai Phong","unknown",NA,"point",1,"https://www.openstreetmap.org/relation/19352137"
"osm_way_1183626950","Khu công nghiệp An Dương",NA,"industrial_park","Hai Phong","operational",169.810364338368,"polygon",1,"https://www.openstreetmap.org/way/1183626950"
"osm_way_919395266","Khu công nghiệp Cộng Hoà",NA,"industrial_park","Hai Phong","operational",142.663377739346,"polygon",1,"https://www.openstreetmap.org/way/919395266"
"osm_way_597896810","Khu công nghiệp Đại An",NA,"industrial_park","Hai Phong","operational",316.952861008117,"polygon",3,"https://www.openstreetmap.org/way/597896810"
