"source_record_id","name_vi","category","province_code","source","source_url","retrieved_on","location_text","reported_longitude","reported_latitude","key","province_source_url","province_match_method","map_id","match_method","coordinate_available","legal_status","review_status","candidate_map_ids","candidate_match_method","latitude","longitude","coordinate_source_url","reported_coordinate_check"
"investvietnam-872","Cụm công nghiệp huyện Đức Thọ","industrial_cluster","42","Invest Vietnam","https://investvietnam.gov.vn/vi/kcn.pd/cum-cong-nghiep-huyen-duc-tho.html","2026-09-10","Cụm công nghiệp Đức Thọ có quy mô 68ha đất, tại Quốc lộ 8A, huyện Đức Thọ, tỉnh Hà Tĩnh được UBND tỉnh phê duyệt chủ trương đầu tư theo QĐ số 37/QĐ-UBND ngày 30/12/2022 và được phát triển bởi chủ đầu tư Công ty CP Đầu tư GS Miền Trung – thành viên của Công ty CP GS Holding.",,,"huyen duc tho","https://investvietnam.gov.vn/vi/kcn.pd/cum-cong-nghiep-huyen-duc-tho.html","official_location_or_url_prefix",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"investvietnam-874","Khu Công nghiệp Tân Đức","industrial_park",,"Invest Vietnam","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-tan-duc-1.html","2026-09-10",,,,"tan duc",,"unknown",,"review_name_or_province",FALSE,"not_verified","needs_identity_or_location_review","osm_relation_21159875","exact_name_needs_province_or_identity_review",,,,"not_reported"
"investvietnam-876","Khu công nghệ VSIP Nghệ An II","unclassified","40","Invest Vietnam","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghe-vsip-nghe-an-ii.html","2026-09-10",,,,"khu cong nghe vsip nghe an 2","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghe-vsip-nghe-an-ii.html","official_location_or_url_prefix",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"investvietnam-921","Cụm công nghiệp Phước Vĩnh Đông 4","industrial_cluster","80","Invest Vietnam","https://investvietnam.gov.vn/vi/kcn.pd/cum-cong-nghiep-phuoc-vinh-dong-4.html","2026-09-10","Nằm trên địa bàn xã Phước Vĩnh Đông, huyện Cần Giuộc tỉnh Long An, cách trung tâm TP. HCM 29 km về phía nam. Kết nối các tỉnh lân cận qua tuyến đường vành đai 3, 4, cao tốc Bến Lức – Long Thành",,,"phuoc vinh dong 4","https://investvietnam.gov.vn/vi/kcn.pd/cum-cong-nghiep-phuoc-vinh-dong-4.html","official_location_or_url_prefix",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"investvietnam-922","Khu công nghiệp Lộc Giang","industrial_park","80","Invest Vietnam","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-loc-giang.html","2026-09-10","Nằm ở trung tâm của ba xã Tân Mỹ, An Ninh Đông và Lộc Giang, thuộc huyện Đức Hòa, tỉnh Long An, phía Tây Bắc TP. HCM. Kết nối các tỉnh lân cận qua tuyến đường Vành đai 3, Vành đai 4, cao tốc TPHCM- Mộc Bài.",,,"loc giang","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-loc-giang.html","official_location_or_url_prefix",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"investvietnam-923","KCN Tân Phú Trung ","industrial_park",,"Invest Vietnam","https://investvietnam.gov.vn/vi/kcn.pd/kcn-tan-phu-trung.html","2026-09-10","Nằm ở phía tây bắc Tp. HCM, cách trung tâm TP (Quận 1) 25 km. Trên mặt tiền Quốc lộ 22 thuộc Huyện Củ Chi, kết nối các tỉnh lân cận qua tuyến đường Vành đai 3, Vành đai 4, cao tốc TPHCM- Mộc bài.",,,"tan phu trung",,"unknown",,"review_name_or_province",FALSE,"not_verified","needs_identity_or_location_review","osm_way_1548525579","exact_name_needs_province_or_identity_review",,,,"not_reported"
"kcn-kkt-kcn-binh-long-an-giang","KCN Bình Long","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-binh-long-an-giang","2026-09-10","Huyện Châu Phú",,,"binh long","https://kcn-kkt.com/kcn/kcn-binh-long-an-giang","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-dinh-thanh","KCN Định Thành","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-dinh-thanh","2026-09-10","Huyện Thoại Sơn",,,"dinh thanh","https://kcn-kkt.com/kcn/kcn-dinh-thanh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hoi-an","KCN Hội An","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hoi-an","2026-09-10","Huyện Chợ Mới",,,"hoi an","https://kcn-kkt.com/kcn/kcn-hoi-an","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-kien-luong-ii","KCN Kiên Lương II","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-kien-luong-ii","2026-09-10","Huyện Kiên Lương",,,"kien luong 2","https://kcn-kkt.com/kcn/kcn-kien-luong-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thuan-yen-an-giang","KCN Thuận Yên","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thuan-yen-an-giang","2026-09-10","Thành phố Hà Tiên",,,"thuan yen","https://kcn-kkt.com/kcn/kcn-thuan-yen-an-giang","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-vam-cong","KCN Vàm Cống","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-vam-cong","2026-09-10","Thành phố Long Xuyên",,,"vam cong","https://kcn-kkt.com/kcn/kcn-vam-cong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-xeo-ro","KCN Xẻo Rô","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-xeo-ro","2026-09-10","Huyện An Biên",,,"xeo ro","https://kcn-kkt.com/kcn/kcn-xeo-ro","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-xuan-to","KCN Xuân Tô","industrial_park","91","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-xuan-to","2026-09-10","Thị xã Tịnh Biên",,,"xuan to","https://kcn-kkt.com/kcn/kcn-xuan-to","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-cum-cong-nghiep-doan-bai-luong-phong-2","Cụm công nghiệp Đoàn Bài - Lương Phong 2","industrial_cluster","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/cum-cong-nghiep-doan-bai-luong-phong-2","2026-09-10","Tỉnh Bắc Giang",,,"doan bai luong phong 2","https://kcn-kkt.com/kcn/cum-cong-nghiep-doan-bai-luong-phong-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-cum-cong-nghiep-nham-son-yen-lu","Cụm công nghiệp Nhâm Sơn - Yên Lữ","industrial_cluster","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/cum-cong-nghiep-nham-son-yen-lu","2026-09-10","Tỉnh Bắc Giang",,,"nham son yen lu","https://kcn-kkt.com/kcn/cum-cong-nghiep-nham-son-yen-lu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-do-thi-dich-vu-tien-son-ninh-son","KCN - Đô thị - Dịch vụ Tiên Sơn - Ninh Sơn","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-tien-son-ninh-son","2026-09-10","Huyện Việt Yên",,,"do thi dich vu tien son ninh son","https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-tien-son-ninh-son","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-do-thi-va-dich-vu-luong-tai","KCN - Đô thị và Dịch vụ Lương Tài","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-do-thi-va-dich-vu-luong-tai","2026-09-10","Huyện Lương Tài",,,"do thi va dich vu luong tai","https://kcn-kkt.com/kcn/kcn-do-thi-va-dich-vu-luong-tai","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-an-ha-1","KCN An Hà 1","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-an-ha-1","2026-09-10","Xã Tiên Lục",,,"an ha 1","https://kcn-kkt.com/kcn/kcn-an-ha-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-an-viet-que-vo-6","KCN An Việt - Quế Võ 6","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-an-viet-que-vo-6","2026-09-10","Thị xã Quế Võ",,,"an viet que vo 6","https://kcn-kkt.com/kcn/kcn-an-viet-que-vo-6","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-bong-lai-dao-vien","KCN Bồng Lai - Đào Viên","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-bong-lai-dao-vien","2026-09-10","Phường Bồng Lai, Đào Viên",,,"bong lai dao vien","https://kcn-kkt.com/kcn/kcn-bong-lai-dao-vien","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-cam-ly","KCN Cẩm Lý","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-cam-ly","2026-09-10","Xã Cẩm Lý",,,"cam ly","https://kcn-kkt.com/kcn/kcn-cam-ly","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-cong-nghe-cao-dao-vien","KCN công nghệ cao Đào Viên","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-dao-vien","2026-09-10","Phường Đào Viên",,,"cong nghe cao dao vien","https://kcn-kkt.com/kcn/kcn-cong-nghe-cao-dao-vien","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-cong-nghe-so","KCN Công nghệ số","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-cong-nghe-so","2026-09-10","Phường Võ Cường, Hạp Lĩnh; xã Liên Bão",,,"cong nghe so","https://kcn-kkt.com/kcn/kcn-cong-nghe-so","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-du-lieu","KCN Dữ liệu","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-du-lieu","2026-09-10","Phường Cảnh Thụy",,,"du lieu","https://kcn-kkt.com/kcn/kcn-du-lieu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-dai-dong-hoan-son-giai-doan-1","KCN Đại Đông - Hoàn Sơn (Giai đoạn 1)","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-dai-dong-hoan-son-giai-doan-1","2026-09-10","Xã Đại Đông, xã Hoàn Sơn, xã Trí Phương huyện Tiên Du và phường Tân Hồng, thành phố Từ Sơn.",,,"dai dong hoan son giai doan 1","https://kcn-kkt.com/kcn/kcn-dai-dong-hoan-son-giai-doan-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-dai-dong-hoan-son-giai-doan-2","KCN Đại Đông - Hoàn Sơn (Giai đoạn 2)","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-dai-dong-hoan-son-giai-doan-2","2026-09-10","Xã Hoàn Sơn, xã Phát Tích, xã Trí Phương, huyện Tiên Du.",,,"dai dong hoan son giai doan 2","https://kcn-kkt.com/kcn/kcn-dai-dong-hoan-son-giai-doan-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-duc-giang","KCN Đức Giang","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-duc-giang","2026-09-10","Phường Cảnh Thụy; Xã Đồng Việt",,,"duc giang","https://kcn-kkt.com/kcn/kcn-duc-giang","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-gia-binh","KCN Gia Bình","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-gia-binh","2026-09-10","Xã Đông Cửu, xã Lăng Ngâm, xã Đại Bái, huyện Gia Bình",,,"gia binh","https://kcn-kkt.com/kcn/kcn-gia-binh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hiep-hoa-ii","KCN Hiệp Hòa II","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hiep-hoa-ii","2026-09-10","Xã Hiệp Hòa",,,"hiep hoa 2","https://kcn-kkt.com/kcn/kcn-hiep-hoa-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hiep-hoa-iii","KCN Hiệp Hòa III","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hiep-hoa-iii","2026-09-10","Xã Hiệp Hòa",,,"hiep hoa 3","https://kcn-kkt.com/kcn/kcn-hiep-hoa-iii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hoang-van-iv","KCN Hoàng Vân IV","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hoang-van-iv","2026-09-10","Xã Hoàng Vân",,,"hoang van 4","https://kcn-kkt.com/kcn/kcn-hoang-van-iv","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hoanh-son-bac-ninh","KCN Hoành Sơn","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hoanh-son-bac-ninh","2026-09-10","Xã Lạng Giang",,,"hoanh son","https://kcn-kkt.com/kcn/kcn-hoanh-son-bac-ninh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hop-thinh-i","KCN Hợp Thịnh I","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hop-thinh-i","2026-09-10","Xã Hợp Thịnh",,,"hop thinh 1","https://kcn-kkt.com/kcn/kcn-hop-thinh-i","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hop-thinh-ii","KCN Hợp Thịnh II","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hop-thinh-ii","2026-09-10","Xã Hợp Thịnh",,,"hop thinh 2","https://kcn-kkt.com/kcn/kcn-hop-thinh-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hop-thinh-iii","KCN Hợp Thịnh III","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hop-thinh-iii","2026-09-10","Xã Hợp Thịnh",,,"hop thinh 3","https://kcn-kkt.com/kcn/kcn-hop-thinh-iii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-huyen-son","KCN Huyện Sơn","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-huyen-son","2026-09-10","Huyện Lục Nam",,,"huyen son","https://kcn-kkt.com/kcn/kcn-huyen-son","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-luong-tai-1","KCN Lương Tài 1","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-luong-tai-1","2026-09-10","Huyện Lương Tài",,,"luong tai 1","https://kcn-kkt.com/kcn/kcn-luong-tai-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-luong-tai-2","KCN Lương Tài 2","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-luong-tai-2","2026-09-10","Huyện Lương Tài",,,"luong tai 2","https://kcn-kkt.com/kcn/kcn-luong-tai-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-luong-tai-3","KCN Lương Tài 3","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-luong-tai-3","2026-09-10","Xã Trung Chính, Trung Kênh",,,"luong tai 3","https://kcn-kkt.com/kcn/kcn-luong-tai-3","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-mo-rong-yen-phong","KCN Mở rộng Yên Phong","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-mo-rong-yen-phong","2026-09-10","Thước địa phân xã Yên Trung, xã Dũng Liệt, xã Thụy Hòa, xã Tam Da, huyện Yên Phong",,,"mo rong yen phong","https://kcn-kkt.com/kcn/kcn-mo-rong-yen-phong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-my-thai","KCN Mỹ Thái","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-my-thai","2026-09-10","Huyện Lạng Giang",,,"my thai","https://kcn-kkt.com/kcn/kcn-my-thai","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-my-thai-xuan-huong-tan-dinh","KCN Mỹ Thái-Xuân Hương-Tân Định","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-my-thai-xuan-huong-tan-dinh","2026-09-10","Huyện Lạng Giang",,,"my thai xuan huong tan dinh","https://kcn-kkt.com/kcn/kcn-my-thai-xuan-huong-tan-dinh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-ngoc-ly","KCN Ngọc Lý","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-ngoc-ly","2026-09-10","Huyện Tân Yên",,,"ngoc ly","https://kcn-kkt.com/kcn/kcn-ngoc-ly","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-ngoc-thien","KCN Ngọc Thiên","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-ngoc-thien","2026-09-10","Huyện Tân Yên",,,"ngoc thien","https://kcn-kkt.com/kcn/kcn-ngoc-thien","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phu-my-bac-ninh","KCN Phú Mỹ","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phu-my-bac-ninh","2026-09-10","Xã Kép, xã Lạng Giang",,,"phu my","https://kcn-kkt.com/kcn/kcn-phu-my-bac-ninh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phu-my-i-bac-ninh","KCN Phú Mỹ I","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phu-my-i-bac-ninh","2026-09-10","Xã Kép, xã Lạng Giang",,,"phu my 1","https://kcn-kkt.com/kcn/kcn-phu-my-i-bac-ninh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuc-son-bac-ninh","KCN Phúc Sơn","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuc-son-bac-ninh","2026-09-10","Huyện Tân Yên",,,"phuc son","https://kcn-kkt.com/kcn/kcn-phuc-son-bac-ninh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuong-son","KCN Phượng Sơn","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuong-son","2026-09-10","Phường Phượng Sơn",,,"phuong son","https://kcn-kkt.com/kcn/kcn-phuong-son","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-quang-chau-2","KCN Quang Châu 2","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-quang-chau-2","2026-09-10","Huyện Việt Yên",,,"quang chau 2","https://kcn-kkt.com/kcn/kcn-quang-chau-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-quang-trung","KCN Quang Trung","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-quang-trung","2026-09-10","Xã Quang Trung",,,"quang trung","https://kcn-kkt.com/kcn/kcn-quang-trung","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-que-vo-ii-gd-i","KCN Quế Võ II (GD I)","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-que-vo-ii-gd-i","2026-09-10","Xã Ngọc Xá, xã Đào Viên, TX. Quế Võ",,,"que vo 2 gd 1","https://kcn-kkt.com/kcn/kcn-que-vo-ii-gd-i","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-que-vo-ii-gd-ii","KCN Quế Võ II (GD II)","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-que-vo-ii-gd-ii","2026-09-10","Xã Châu Phong, xã Độc Long, TX. Quế Võ",,,"que vo 2 gd 2","https://kcn-kkt.com/kcn/kcn-que-vo-ii-gd-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-que-vo-iii-gd-1","KCN Quế Võ III (GD 1)","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-que-vo-iii-gd-1","2026-09-10","Phường Việt Hùng, phường Quế Tân, phường Phủ Lương, TX. Quế Võ",,,"que vo 3 gd 1","https://kcn-kkt.com/kcn/kcn-que-vo-iii-gd-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-que-vo-iii-gd-ii","KCN Quế Võ III (GD II)","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-que-vo-iii-gd-ii","2026-09-10","Phường Việt Hùng, phường Quế Tân, phường Phủ Lương, TX. Quế Võ",,,"que vo 3 gd 2","https://kcn-kkt.com/kcn/kcn-que-vo-iii-gd-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-song-mai-nghia-trung","KCN Song Mai-Nghĩa Trung","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-song-mai-nghia-trung","2026-09-10","TP Bắc Giang, huyện Việt Yên",,,"song mai nghia trung","https://kcn-kkt.com/kcn/kcn-song-mai-nghia-trung","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-hung","KCN Tân Hưng","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-hung","2026-09-10","Huyện Lạng Giang",,,"tan hung","https://kcn-kkt.com/kcn/kcn-tan-hung","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thai-dao-tan-an","KCN Thái Đào - Tân An","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thai-dao-tan-an","2026-09-10","Huyện Lạng Giang, Yên Dũng",,,"thai dao tan an","https://kcn-kkt.com/kcn/kcn-thai-dao-tan-an","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thuan-thanh-i","KCN Thuận Thành I","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thuan-thanh-i","2026-09-10","Xã Nghĩa Đạo, phường Trạm Lộ, phường Ninh Xá, TX. Thuận Thành",,,"thuan thanh 1","https://kcn-kkt.com/kcn/kcn-thuan-thanh-i","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thuan-thanh-iii-phan-phu-chu-c","KCN Thuận Thành III - phần phú Chu C","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thuan-thanh-iii-phan-phu-chu-c","2026-09-10","Thị xã Thuận Thành",,,"thuan thanh 3 phan phu chu c","https://kcn-kkt.com/kcn/kcn-thuan-thanh-iii-phan-phu-chu-c","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thuan-thanh-iii-module-1","KCN Thuận Thành III, Module 1","industrial_park","24","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thuan-thanh-iii-module-1","2026-09-10","Phường Thanh Khương, TX. Thuận Thành",,,"thuan thanh 3 module 1","https://kcn-kkt.com/kcn/kcn-thuan-thanh-iii-module-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
