"park_id","source_id","name_vi","source_url","longitude","latitude","coordinate_available","coordinate_source","coordinate_source_url","coordinate_match_method","coordinate_confidence","old_iso","old_province_code","old_province_name_vi","old_province_name_en","province_code","province_name_vi","province_name_en","source","source_page","retrieved_on"
"investvietnam-442","442","Thông tin chung khu công nghiệp và khu phi thuế quan Sài Gòn – Chân Mây","https://investvietnam.gov.vn/vi/kcn.pd/thong-tin-chung-khu-cong-nghiep-va-khu-phi-thue-quan-sai-gon-–-chan-may.html",106.386624,21.576363,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-09","20","Lạng Sơn","Lang Son","20","Lạng Sơn","Lang Son","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-404","404","Khu công nghiệp Cái Lân","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-cai-lan.html",107.044896,20.972393,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-13","22","Quảng Ninh","Quang Ninh","22","Quảng Ninh","Quang Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-414","414","Khu công nghiệp cảng biển Hải Hà (giai đoạn I)","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-cang-bien-hai-ha-giai-doan-i.html",107.745856,21.421331,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-13","22","Quảng Ninh","Quang Ninh","22","Quảng Ninh","Quang Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-416","416","Khu công nghiệp Hải Yên","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-hai-yen.html",107.912533,21.5422,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-13","22","Quảng Ninh","Quang Ninh","22","Quảng Ninh","Quang Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-417","417","Khu công nghiệp Việt Hưng","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-viet-hung.html",106.996507,21.007903,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-13","22","Quảng Ninh","Quang Ninh","22","Quảng Ninh","Quang Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-11","11","KCN Thuận Thành 2","https://investvietnam.gov.vn/vi/kcn.pd/bac-ninh---kcn-thuan-thanh-2.html",106.064758,21.243302,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-544","544","Khu công nghiệp Đại Đồng - Hoàn Sơn","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-dai-dong---hoan-son.html",106.028751,21.117831,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-545","545","Khu công nghiệp Nam Sơn - Hạp Lĩnh","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-nam-son---hap-linh.html",106.076138,21.130957,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-541","541","Khu công nghiệp Quế Võ","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-que-vo.html",106.18162,21.137731,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-542","542","Khu công nghiệp Quế Võ II","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-que-vo-ii.html",106.18162,21.137731,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-543","543","Khu công nghiệp Quế Võ III","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-que-vo-iii.html",106.182355,21.13983,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-540","540","Khu công nghiệp Thuận Thành I","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-thuan-thanh-i.html",106.079257,21.035778,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-56","27","Bắc Ninh","Bac Ninh","24","Bắc Ninh","Bac Ninh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-369","369","Khu công nghiệp Bá Thiện","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-ba-thien.html",105.66996,21.343828,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-370","370","Khu công nghiệp Bình Xuyên","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-binh-xuyen.html",105.667223,21.255826,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-319","319","Khu công nghiệp Kim Hoa","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-kim-hoa.html",105.740172,21.221085,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-393","393","Khu công nghiệp Nội Bài","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-noi-bai.html",105.812885,21.232725,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-320","320","Khu công nghiệp Sơn Lôi","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-son-loi.html",105.672104,21.257459,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-436","436","Thông tin chung khu công nghiệp Thăng Long Vĩnh Phúc","https://investvietnam.gov.vn/vi/kcn.pd/thong-tin-chung-khu-cong-nghiep-thang-long-vinh-phuc.html",105.67058,21.331813,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-550","550","THÔNG TIN VỀ KHU CÔNG NGHIỆP TRÀNG DUỆ","https://investvietnam.gov.vn/vi/kcn.pd/thong-tin-ve-khu-cong-nghiep-trang-due.html",105.732937,21.38212,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-70","26","Vĩnh Phúc","Vinh Phuc","25","Phú Thọ","Phu Tho","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-467","467","Khu công nghiệp An Phát 1","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-an-phat-1.html",106.367757,21.021838,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-61","30","Hải Dương","Hai Duong","31","Hải Phòng","Hai Phong","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-415","415","Khu công nghiệp Đông Mai","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-dong-mai.html",106.84124,21.003875,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-HP","31","Hải Phòng","Hai Phong","31","Hải Phòng","Hai Phong","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-316","316","Khu công nghiệp Kỹ thuật cao An Phát","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-ky-thuat-cao-an-phat.html",106.287373,20.939685,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-61","30","Hải Dương","Hai Duong","31","Hải Phòng","Hai Phong","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-440","440","Thông tin chung khu công nghiệp Nam Cầu Kiền","https://investvietnam.gov.vn/vi/kcn.pd/thong-tin-chung-khu-cong-nghiep-nam-cau-kien.html",106.632078,20.916926,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-61","30","Hải Dương","Hai Duong","31","Hải Phòng","Hai Phong","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-3","3","KCN Từ Sơn","https://investvietnam.gov.vn/vi/kcn.pd/bac-ninh---kcn-tu-son.html",106.163635,20.668766,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-66","33","Hưng Yên","Hung Yen","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-421","421","Khu công nghiệp Cầu Nghìn","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-cau-nghin.html",106.435246,20.655645,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-20","34","Thái Bình","Thai Binh","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-418","418","Khu công nghiệp chuyên nông nghiệp Thaco - tỉnh Thái Bình","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-chuyen-nong-nghiep-thaco---tinh-thai-binh.html",106.313077,20.439773,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-20","34","Thái Bình","Thai Binh","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-423","423","Khu công nghiệp Gia Lễ","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-gia-le.html",106.356681,20.503224,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-20","34","Thái Bình","Thai Binh","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-422","422","Khu công nghiệp Nguyễn Đức Cảnh","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-nguyen-duc-canh.html",106.329325,20.447162,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-20","34","Thái Bình","Thai Binh","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-420","420","Khu công nghiệp Phúc Khánh","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-phuc-khanh.html",106.312486,20.440565,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-20","34","Thái Bình","Thai Binh","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-419","419","Khu công nghiệp Sông Trà","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-song-tra.html",106.324305,20.47743,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-20","34","Thái Bình","Thai Binh","33","Hưng Yên","Hung Yen","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-428","428","Khu công nghiệp Bảo Minh","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-bao-minh.html",106.081654,20.354445,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-67","36","Nam Định","Nam Dinh","37","Ninh Bình","Ninh Binh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-475","475","Khu Công Nghiệp Dệt May Rạng Đông","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-det-may-rang-dong.html",106.162105,20.438823,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-67","36","Nam Định","Nam Dinh","37","Ninh Bình","Ninh Binh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-472","472","Khu công nghiệp Hòa Xá","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-hoa-xa.html",106.162105,20.438823,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-67","36","Nam Định","Nam Dinh","37","Ninh Bình","Ninh Binh","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-378","378","Khu công nghiệp Lam Sơn – Sao Vàng","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-lam-son-–-sao-vang.html",105.447813,19.867944,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-21","38","Thanh Hóa","Thanh Hoa","38","Thanh Hóa","Thanh Hoa","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-47","47","Khu kinh tế Nghi Sơn","https://investvietnam.gov.vn/vi/kcn.pd/khu-kinh-te-nghi-son.html",105.752533,19.399068,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-21","38","Thanh Hóa","Thanh Hoa","38","Thanh Hóa","Thanh Hoa","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-55","55","KCN Cảng biển Hòn La","https://investvietnam.gov.vn/vi/kcn.pd/kcn-cang-bien-hon-la.html",106.475926,17.937286,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-24","44","Quảng Bình","Quang Binh","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-304","304","Khu công nghiệp Bắc Đồng Hới","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-bac-dong-hoi.html",106.5643,17.522411,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-24","44","Quảng Bình","Quang Binh","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-310","310","Khu công nghiệp Bang","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-bang.html",106.782443,17.17755,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-24","44","Quảng Bình","Quang Binh","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-309","309","Khu công nghiệp Cam Liên","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-cam-lien.html",107.036227,16.841921,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-25","45","Quảng Trị","Quang Tri","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-311","311","Khu công nghiệp Cửa ngõ phía Tây","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-cua-ngo-phia-tay.html",106.42292,17.867223,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-24","44","Quảng Bình","Quang Binh","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-307","307","Khu công nghiệp Hòn La II","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-hon-la-ii.html",106.446477,17.899641,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-24","44","Quảng Bình","Quang Binh","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-308","308","Khu công nghiệp Tây Bắc Quan Hậu","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-tay-bac-quan-hau.html",106.587872,17.394371,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-24","44","Quảng Bình","Quang Binh","44","Quảng Trị","Quang Tri","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-263","263","KCN Hòa Khánh Mở Rộng","https://investvietnam.gov.vn/vi/kcn.pd/kcn-hoa-khanh-mo-rong.html",108.14356,16.055428,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-DN","48","Đà Nẵng","Da Nang","48","Đà Nẵng","Da Nang","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-73","73","Khu công nghệ cao Đà Nẵng","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghe-cao-da-nang.html",108.083571,16.081413,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-DN","48","Đà Nẵng","Da Nang","48","Đà Nẵng","Da Nang","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-76","76","Khu công nghiệp Hòa Cầm","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-hoa-cam.html",108.181102,16.00676,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-DN","48","Đà Nẵng","Da Nang","48","Đà Nẵng","Da Nang","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-230","230","Khu công nghiệp Liên Chiểu","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-lien-chieu.html",108.107292,16.153167,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-DN","48","Đà Nẵng","Da Nang","48","Đà Nẵng","Da Nang","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-437","437","Thông tin chung về Khu kinh tế Dung Quất","https://investvietnam.gov.vn/vi/kcn.pd/thong-tin-chung-ve-khu-kinh-te-dung-quat.html",108.783857,15.316649,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-29","51","Quảng Ngãi","Quang Ngai","51","Quảng Ngãi","Quang Ngai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-338","338","Khu công nghiệp AMATA","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-amata.html",106.879777,10.943646,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-39","75","Đồng Nai","Dong Nai","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-321","321","Khu công nghiệp Bàu Xéo","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-bau-xeo.html",107.027626,10.958135,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-39","75","Đồng Nai","Dong Nai","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-303","303","Khu công nghiệp Becamex – Bình Phước","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-becamex-–-binh-phuoc.html",106.658149,11.441582,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-58","70","Bình Phước","Binh Phuoc","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-328","328","Khu công nghiệp Biên Hòa II","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-bien-hoa-ii.html",106.877526,10.927919,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-39","75","Đồng Nai","Dong Nai","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-340","340","Khu công nghiệp Gò Dầu","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-go-dau.html",107.036401,10.659198,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-39","75","Đồng Nai","Dong Nai","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-337","337","Khu công nghiệp LOTECO","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-loteco.html",106.884901,10.929663,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-39","75","Đồng Nai","Dong Nai","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-302","302","Khu công nghiệp Minh Hưng – Hàn Quốc","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-minh-hung-–-han-quoc.html",106.617341,11.482726,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-58","70","Bình Phước","Binh Phuoc","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-452","452","KHU CÔNG NGHIỆP MINH HƯNG SIKICO","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-minh-hung-sikico.html",106.723464,11.751189,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-58","70","Bình Phước","Binh Phuoc","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
"investvietnam-335","335","Khu công nghiệp Nhơn Trạch I","https://investvietnam.gov.vn/vi/kcn.pd/khu-cong-nghiep-nhon-trach-i.html",106.927007,10.741199,TRUE,"Invest Vietnam map feed","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html","source_reported","unverified_source","VN-39","75","Đồng Nai","Dong Nai","75","Đồng Nai","Dong Nai","Invest Vietnam industrial-zone map","https://investvietnam.gov.vn/vi/khu-cong-nghiep.pl.html",2026-08-28
